year,game_code,a_team_name,a_name_conference,a_team_code,a_result,a_points,b_team_code,team_name,name_conference,b_result,b_points,half_leader,a_rush,b_rush,a_offense_rush_yards,b_defense_rush_yards,a_defense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_defense_pass_yards,a_defense_pass_yards,b_offense_pass_yards,a_pass,b_pass,a_incomplete_pass,b_incomplete_pass,a_penalty,b_penalty,a_penalty_yards,b_penalty_yards,half_diff_score,half_diff_score_abs,hometeam,b_home,visit_date,stadium_code,stadium_name,site,city,state,capacity,surface,surfaceint,year_opened
2012,9.07E+12,Tulane                                            ,Conference USA                                                             ,718,1,31,9,UAB                                               ,Conference USA                                                             ,0,17,ATEAM     ,14,17,48,48,48,48,200,200,204,204,20,29,2,14,1,4,10,14,14,14,A,0,10/27/2012,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975
2011,9.07E+12,Tulsa                                             ,Conference USA                                                             ,719,1,24,9,UAB                                               ,Conference USA                                                             ,0,17,ATEAM     ,20,14,52,52,35,35,221,221,215,215,24,22,5,11,5,2,37,20,7,7,A,0,10/15/2011,105,Skelly Stadium                                                             ,TEAM           ,Tulsa                                                                      ,OK,40385,FieldTurf                ,0,1930
2012,2.70E+13,Appalachian State                                 ,Southern                                                                   ,27,0,7,196,East Carolina                                     ,Conference USA                                                             ,1,14,BTEAM     ,16,15,90,90,73,73,196,196,57,57,21,23,7,9,2,5,10,35,-7,7,B,1,9/1/2012,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963
2013,2.70E+13,Georgia                                           ,Southeastern Conference                                                    ,257,1,14,27,Appalachian State                                 ,Southern                                                                   ,0,6,ATEAM     ,14,13,52,52,39,39,145,145,156,156,18,24,5,9,6,5,30,32,8,8,A,0,11/9/2013,36,Sanford Stadium                                                            ,TEAM           ,Athens                                                                     ,GA,92746,Grass                    ,1,1929
2008,2.80E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,28,0,10,29,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,1,7,ATEAM     ,14,19,35,35,108,108,29,29,88,88,12,22,5,8,3,4,24,21,3,3,B,1,12/6/2008,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929
2010,2.80E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,28,1,6,29,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,0,0,ATEAM     ,18,16,47,47,30,30,89,89,53,53,23,18,16,10,3,3,21,15,6,6,B,1,12/2/2010,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929
2012,2.80E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,28,1,14,29,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,0,6,ATEAM     ,27,24,143,143,140,140,72,72,54,54,15,18,4,9,0,5,0,56,8,8,B,1,11/23/2012,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929
2008,2.80E+13,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,28,0,7,107,California                                        ,Pac-12/Pac-10 Conference                                                   ,1,17,BTEAM     ,15,16,47,47,53,53,92,92,142,142,14,22,5,7,1,5,10,35,-10,10,B,1,10/4/2008,12,Memorial Stadium                                                           ,TEAM           ,Berkeley                                                                   ,CA,63000,Sportexe Momentum        ,0,1923
2012,2.80E+13,California                                        ,Pac-12/Pac-10 Conference                                                   ,107,0,7,28,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,1,17,BTEAM     ,19,24,90,90,63,63,63,63,130,130,8,25,5,11,0,2,0,15,-10,10,A,0,9/29/2012,12,Memorial Stadium                                                           ,TEAM           ,Berkeley                                                                   ,CA,63000,Sportexe Momentum        ,0,1923
2009,2.80E+13,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,110,1,17,28,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   ,0,7,ATEAM     ,15,20,45,45,174,174,99,99,80,80,18,10,10,2,3,4,12,20,10,10,A,0,11/21/2009,15,Rose Bowl                                                                  ,TEAM           ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
